text,cluster_id,true_label
"Couldn't find my two...Well, I got everything, the bulk of it done. I've got to make sure everything still works like it's supposed to.",36,reporting progress
"Once you're done with that, are you done with your stories, except for the testing?",12,inquiring about task completion status
I think so.,40,expressing agreement
"That's encouraging. Grady, you're done with all of your stories, right?",16,"expressing emotion
asking for status update"
"When you want another one, we'll build.",36,offering future work
Whenever he gets done with this stuff. Drake? [laughs] [indecipherable] . Working on the warehouse interface for non-serialized assets?,18,inquiring about task status
Yes.,1,expressing affirmation
That has to be done before you all can do testing with CTDI.,12,stating a prerequisite for testing
Sure enough.,19,expressing agreement
When's that going to be done?,19,inquiring about task completion time
Late Friday afternoon.,12,noise
Late Friday afternoon. Not awesome.,34,expressing emotion
22] [laughter],0,noise
22] [crosstalk],0,noise
In theory I could finish that today.,19,estimating task completion
"That'd be good, because that's really the only thing that's holding up testing with CTDI. And we'll have a call with them tomorrow, at which time, hopefully we'll say we're ready to do testing, because seriously, I don't want to be doing testing next week when you all aren't here.",12,explaining dependency for testing progress
"It still needs work, though. It's going to work, though.",24,providing progress update
[sarcastically] Sure. Like the last interface worked.,30,expressing emotion
It did! It worked.,24,expressing success
"Eventually. I mean, your stuff worked to begin with, and then...",18,providing feedback on functionality
00] [crosstalk],0,noise
00] [laughter],0,noise
"How's your stuff coming, Patrick?",43,requesting progress update
"It's coming along. I got the second page, there. I'm getting all the old icons put on there, and after that is multi head, so, it's coming. It's got [indecipherable] , I think.",25,providing progress update
Awesome.,1,expressing emotion
"Brian, I don't have your name on here, so you never added any tasks for yours?",20,asking about task assignment
No.,1,noise
34] [laughter],0,noise
He just didn't have anything to do.,34,reporting lack of tasks
How's your stuff coming? I know there's been several emails going back and forth.,18,requesting status update
"Still got about 200 locations, so there's only one [indecipherable] . We still have [indecipherable] from the previous two versions released, to do some debugging and [indecipherable]. It's not all of their pseudos ship-to codes. [indecipherable] pseudos.",6,reporting progress on debugging tasks
He did say that.,34,acknowledging information
"So, I'm trying to work it out.",29,expressing uncertainty
"Oh, and just let them go through without an address?",36,asking for clarification
Yeah. Exactly.,1,expressing agreement
For the pseudos.,21,unclear statement
[indecipherable] pseudo code.,2,noise
"There's about 20,000 assets that reference locations...Well, no, actually, there's about 20,000 locations referenced by assets that don't exist in every location. [inaudible] , so it's interesting. But anyway, so, we're working on locations.",21,providing project status update
"OK. We're going to have to hang up in a minute, but I do want to bring up...Who's doing the parts that aren't conversion for [indecipherable] ?",36,requesting task clarification
We haven't worked at our conversions.,48,reporting lack of progress
"Why? Are you restoring the database backup there, Brian, once you've done your stuff?",31,inquiring about database restoration process
"I guess I can. We don't have to talk about that now, though.",13,deferring discussion
"We don't. We've got to get off this call. My only concern is, Grady's on vacation next week and we're supposed to be doing this next Sunday, which, by the way, you and I need to get together and give them some kind of a, ""Yeah, you're going to be able to start work on Tuesday at name and date.""",16,expressing concern about scheduling
"So, that's not this Sunday, but next Sunday.",16,clarifying schedule
"That's correct. A week from Sunday, but because Grady's not going to be here next week, that's what made me think about...We've got to get all our ducks in a row so we know who's doing what, and who's needs to be available on that Sunday. Or if anybody needs to be available on Sunday. They might be able to come in Monday morning and do stuff. All right. It's 9:30. We'll hang up on you guys and call them.",16,planning resource availability
All right.,1,noise
"Thanks, bye.",10,expressing gratitude and closing conversation
37] [background sounds only],0,noise
Please enter your PIN.,36,noise
41] [background sounds only],0,noise
Hi. Who's on the call?,11,greeting and inquiry about participants
Jim's on.,5,noise
Hey Jim.,5,greeting
[indecipherable] here.,2,noise
"Hi, [indecipherable] .",2,noise
DJ's on.,9,noise
Hey DJ.,9,noise
11] [background sounds only],0,noise
Do you know [indecipherable] ?,2,noise
Hi. Who just joined?,8,greeting and checking attendance
This is Brian.,20,introducing oneself
Hey Brian.,1,greeting
Kevin.,20,noise
Kevin.,20,noise
"I don't have anything on my list for Frontier this morning. Brian, did you have anything that we needed to ask them on this call, or do we need another call to talk about conversion?",36,checking for agenda items
"This might be a two-minute question, so I think there was about, let me look real quick, it will take me a few seconds to get it up. I may need a couple more seconds.",25,requesting time extension
19] [laughter],0,noise
"We have, apparently, maybe just one or two more...The 3,258 locations that we [indecipherable] locations, but don't have via location information on them. This may be totally invalid, considering the data we're starting to get [indecipherable] . Do we need to convert the pseudos, must have a via location, or can this restraint be relaxed [indecipherable]?",21,requesting clarification on data requirements
"Kevin. As we got back to the source, I guess I don't remember a pseudo ever being used. Do you? [indecipherable] make the request. I guess I'm leaning towards the...",21,expressing uncertainty
I'm shipping to a pseudo?,21,requesting clarification
Is that what Brian was talking about? The via [indecipherable] location.,20,seeking clarification
"Yeah. I'm not aware of shipping to a pseudo, so I can treat those similarly to the way that we're treating the ones that we know how to ship to, information, but we don't have it, and I can put ship unknown on the via location.",21,clarifying handling of unknown shipping locations
48] That way somebody can go in there and prioritize whether or not [indecipherable] to that direct location or somewhere else.,21,planning task prioritization
"01] If that's OK with you guys [indecipherable] , so I need to send that out to the group, so it's going to be shipped unknown all together...",25,requesting approval to send update to group
"I owe you guys an email explaining that, so I'll send that to you, and you can [inaudible] to whoever you need to. I'll explain the pseudo exchange [indecipherable] to [inaudible] . OK? [inaudible].",2,promising to send an explanatory email
I don't think we had anything else for you all this morning. Do you all have anything for us that we need to discuss?,13,"checking for discussion topics
requesting discussion topics"
"Brian, I've got here, I think he deciphered these Verizon three warehouses, but I'll double check and [indecipherable] arrange to send something. I know they went back and forth a few times. It would be the [indecipherable] as far as what they're taking in to the setting, so I'll get back with you on that.",7,providing status update
07] One urgent thing we have is Brenda's [indecipherable] back in my group. I don't know if Adam's on.,36,reporting an urgent issue
We can't make them send...,18,reporting a problem
23] [crosstalk],0,noise
"test I think Tuesday the 15th, [indecipherable] received on the 7th. There were 41 items, and Adam meant that at that time we had not received or recorded any new equipment, and he says, so our concern is, was this a gap?",34,reporting a data discrepancy concern
"49] Because we could manually add these, but we're going to have to do 2,460 that Larry's team ordered to replenish, that they would put high runners. It would be nice to know if the [indecipherable] interface is working correctly.",21,verifying system functionality
"So you're saying that you've received new equipment [indecipherable] by looking at the wires? By wired information? But you haven't seen any of that evidence in LCAM, is that right?",7,seeking clarification
Correct. [indecipherable] .,2,noise
"It's still the same situation I reported last time. At this point, I haven't received any interface messages that indicate new equipment. I sent that message to Ron to get an update on when we would be receiving those, but I haven't received any contact back regarding new equipment.",18,providing status update on equipment delivery
"I'm going to check with them and see if that's something we're missing here. Because it's new, it's coming direct from the vendor, they would place the unique bar code [indecipherable] they had it in, so I would assume [indecipherable] pulled it out of...",7,seeking clarification from external source
"05] He'll pull it out wired, and we'll see how he does this. Check with the original PO to make sure they're all received, which normally isn't...We'll check on it.",46,planning to verify requirements with product owner
You'll let us know what Ron says?,36,requesting information update
Yeah.,1,noise
Thanks.,10,expressing gratitude
"That's all I had. [indecipherable] , go ahead.",2,closing update
"The only thing I had, I asked Drake for some of that information about moving databases. I'll take a look at that later today, and let you know if it works.",28,requesting information and planning to review it
50] [pause],0,noise
Nobody else had anything?,40,checking for additional input
59] [crosstalk],0,noise
All Right. Thanks everybody. We'll talk to you guys later.,10,closing the meeting
05] [crosstalk],0,noise
05] [background sounds only],0,noise
[indecipherable] .,2,noise
I thought Ron said he was going to call back [indecipherable] .,11,expressing uncertainty
[indecipherable] .,2,noise
Everything...,24,noise
Wait a minute.,33,noise
"I know. I'm like, ""Where did he go?""",34,expressing emotion
02] [crosstalk],0,noise
As you move that down...,24,expressing progress or action in task
"Oh, this one here needs to be [inaudible] .",2,noise
08] [crosstalk],0,noise
some are [inaudible] .,2,noise
"Just a little bit better than [inaudible] . Coding's done. I just need to test it some more. End test, after Grady builds it.",2,"coding completed, testing pending"
"Oh, OK. Then, you're done?",19,asking for status update
Yep. I started on something else already.,42,started a new task
Something else like what?,40,requesting clarification
Like [inaudible] screen for the...,2,noise
One of their issues from the issues [inaudible] ?,2,requesting issue clarification
Yeah.,1,noise
"Where's everybody else, [inaudible] ?",2,noise
I'm not sure.,34,expressing uncertainty
He just showed up.,34,reporting attendance
He's been here.,34,providing status update
53] [laughter],0,noise
"[inaudible] , right? We had this discussion.",2,expressing uncertainty
56] [laughter],0,noise
I didn't make you a bug. Do you want me to move one of these back?,36,asking about bug status or task adjustment
[sighs] We'll make a bug.,30,expressing emotion
[whispers] I don't want to make a bug. I just want to move these back.,30,expressing emotion
It doesn't matter. I don't care. There's...,24,expressing emotion
What's the bug?,26,requesting bug details
It doesn't work.,24,reporting a bug
What?,35,expressing confusion
The grid stuff is just not right.,48,reporting a bug
There's one bug.,26,working on a bug
There's one bug?,26,inquiring about a bug
"Yeah, there's one bug. The grid stuff is not right, so I don't want to write a bug. It's random, isn't it?",26,working on a bug
"No, it's not random.",42,clarifying information
"The drop-downs don't have drop-downs in them, so you can't filter by the drop-downs on the grid.",26,reporting a bug
You can filter by the drop-downs on the grid.,26,describing a feature
"Because he's modified it now, because you couldn't yesterday.",15,explaining a change due to previous inability
That's [inaudible] .,2,noise
The drop-downs.,26,reporting a bug
"The drop-downs, that's the bug. Those didn't work.",26,reporting a bug
"[laughs] That's what I said, the drop-downs.",26,expressing emotion
Two drop-downs do not work.,26,reporting a bug
"The filtering wouldn't work for me. It worked for him. It didn't work for me, or for payroll.",-1,reporting a bug
Did you try it?,24,requesting confirmation
Yeah.,1,noise
Did you try real hard?,45,asking about effort or progress
[inaudible] reasons? Was it a network issue?,22,asking for clarification about issue cause
"You're going to be done with that shortly anyway, right?",19,inquiring about task completion status
Shortly.,19,noise
"For real, this time. [laughs]",0,expressing emotion
"We have check-in that [inaudible] and I've made changes to that screen too, so if you want...",2,providing status update
34] [crosstalk],0,noise
"You haven't done it since yesterday, though, right? Because it was yesterday after Ethan told me that you had checked your stuff in that I told him about it, and I told him you had already made changes to it so they needed to [inaudible] . You haven't done since yesterday on that screen, right?",15,confirming task status
No.,1,noise
"You're probably good, because it was after he told me that he had done his stuff that I told [inaudible] about it, [inaudible] .",2,expressing uncertainty
"I have some counts on the headers I'd like to change a little bit, make a little bit more sense about what's in the details and test the duplicate [inaudible] thing a little more thoroughly just to make sure it's going to reach across different groupings and [inaudible] . The only thing I haven't started on yet is the multi-row payroll editing.",36,"proposing changes and testing  
not started on a specific task"
"They may not get that. We just may have to move that to the backlog. [laughs] ""Look, this is what you've got. Now what do you not like?"" Because you know they'll come back, and say they don't like something.",36,managing client expectations
Yeah. I know for sure they're going to come back. There's stuff on the assets screen that they're able to edit but they can't edit on here right now. I know they're going to [makes complaining sounds] .,15,anticipating user complaints
"We did have that story in the backlog about adding the ability to mass update, as a whole story. We had that one in the backlog, because Adam had not ever added the...It's like a whole separate story, so we can put this task under that. It's basically the same thing, right?",18,discussing backlog story and task organization
It's exactly the same thing.,42,confirming similarity
"OK. Let's put that under that story. If they whine too much about not being able to mass update, we'll say, ""We have a story for that."" [laughs]",13,planning feature prioritization
"Then I'm just going to do a merge after this, get the code from 109 back to the trunk.",12,updating the codebase
Good.,4,expressing emotion
"The release tomorrow that's going to them for 1.1, will have everything in it?",12,inquiring about release contents
Yes.,1,noise
We're going to have a build tonight on 10.10.,12,announcing a build schedule
"No. I'm done giving them emergency releases. Because if we have to give them one [inaudible] , it's like, ""No, you're just not getting one next week. Deal with it for a week. When you get 1.1, then we'll start back up again.""",36,refusing emergency releases
"We need to run database scripts this evening. I can run that script to update the project ID, to see if the columns are [inaudible] .",42,requesting deployment
You didn't do that last night?,34,asking for status update
No. I forgot to. I'm sorry.,27,expressing apology
"Did you run on the SEC stuff last night, when you did the deploy?",12,inquiring about deployment activities
"No, I didn't. I forgot that too.",27,expressing forgetfulness
"OK. [laughs] I was just asking, so if they ask me I'll know what to tell them next time.",30,seeking clarification for future communication
Throw Grady under the bus this time.,16,expressing emotion
Yeah. Throw me under the bus.,16,expressing emotion
"If they don't ask, I'm not going to say anything.",30,expressing intention to withhold information unless asked
"Those fix-it scripts, do those need to be run in our development test environments to bring anything up-to-date, or are those only data changes?",12,asking for clarification on scripts usage
"The one to widen the two project-related fields. Yeah, I need to run that.",31,working on a task
Those should be scripted then?,36,seeking clarification
Yeah. They're scripted. They're in the 109 script.,44,providing information about scripts
Development?,31,requesting update on development status
"I can't remember if I ran that section against dev or not, I'll double-check.",31,verifying task completion
"Do I need it? I think I do. I haven't checked in the merge yet, but when I did I saw everything from 105 to 109 went back to the trunk which I presume has not been run in our dev and test environments yet.",12,inquiring about necessity of a task
Not in the test. I haven't deployed in test for a long time. I've been deploying in conversion.,12,reporting deployment status
The only place it's been is that [inaudible] .,2,noise
38] [crosstalk],0,noise
Next time you do just remember that you have to go back and run all the...,45,providing a reminder
105 through 109.,36,noise
The 1-0whatevers. At least get each of them run once at some point to bring it up to...,29,discussing test coverage
In dev.,31,working on a task
current whatever. The scheme in this introduction.,44,noise
My assumption is whoever adds to the database script runs that section that they're adding. They go ahead and do it in dev. That's the assumption I've been going on.,31,explaining a workflow assumption
"In dev, that makes sense, but as far as test.",12,expressing uncertainty about testing environment
Right. Whenever we deploy the test then I'll do that.,12,planning deployment tasks
As far as I'm concerned you can deploy to test whenever you're ready and we can get back to using...,12,granting deployment permission
Deploy 1.1 test.,12,requesting deployment
Yeah. For next week...,33,planning future discussion
33] [crosstalk],0,noise
when you bring back the database we'll probably take that database and we'll put it on top of my test. That way my test has the latest and we'll quit using the conversion one and we can just go forward from there.,12,planning database update for testing
After he does the merge then I'll deploy the test.,12,updating the codebase
"That's fine, whenever it works for you. If it's one day next week that's fine, because I'll continue to test against conversion until after we get the latest one then we'll drop conversion and go back to using test.",12,scheduling flexibility for testing
15] What I have that we need to talk to them about today. I'm going to ask them what they found out from monitoring the ports because I want to know. [laughs] Then the CTDI...,12,requesting information from client
There's never a dull moment.,49,expressing emotion
Are you sure you want to know?,34,asking for confirmation
32] [laughter],0,noise
"I do, because if we have a problem we need to know, but I don't think we do.",24,expressing opinion on problem status
That's not why you want to know.,34,expressing emotion
38] [laughter],0,noise
No. It's the second part of that because I don't think we do. I want them to know it's not our problem.,24,clarifying responsibility
They don't care.,24,expressing emotion
"I know, I care. Then CTDI and shift two. That's what I have to talk to them about. What do you all have?",12,stating discussion topics
58] [laughter],0,noise
58] [crosstalk],0,noise
"The ""ship to,"" and ""ship,"" that...",36,expressing confusion
I'm not touching that.,33,refusing to work on a task
03] [crosstalk],0,noise
03] [laughter],0,noise
Code.,36,working on code
The one they want to load is CLLIs in LCAM?,7,asking for clarification
Yeah.,1,noise
09] [laughter],0,noise
No what they really wanted...I guess that was it.,35,expressing uncertainty
They want to take the location code and...,6,explaining a requirement
They want to take the location code and...,6,explaining a requirement
put it in the CLLI field.,25,giving instructions
put it in the CLLI field. It's crap.,36,expressing dissatisfaction
I know.,40,expressing agreement
Use the industry standard.,32,requesting adherence to standards
I'm talking about the...,33,noise
"It does work, across applications.",24,confirming functionality
Fuzzy Logic stuff.,36,expressing topic or focus
"Yeah, the Fuzzy Logic stuff.",40,mentioning a topic or technology
Can we give that to Kim too?,47,requesting task assignment
He has it.,33,affirming possession
He already has the Fuzzy Logic?,44,asking for information
He has it.,33,acknowledging possession
It's in the conversion package.,48,providing information about code location
"The conversion package. They don't understand it, but that's where it is.",36,explaining a technical issue
[laughs] It's somewhere in this [inaudible] box.,2,noise
[inaudible] my hands.,2,noise
"It's in Arabic too, by the way.",48,providing additional information
Upside down and backwards.,48,expressing confusion
58] [crosstalk],0,noise
58] [laughter],0,noise
All right it's time to call them.,11,initiating a call
Please enter the conference key.,48,noise
05] [crosstalk],0,noise
"He doesn't feel good today, so he took the day off and he was already taking tomorrow off.",34,reporting absence due to illness
[inaudible] tomorrow.,2,noise
"Hi, who's on the call?",11,requesting participant identification
Jim [inaudible] .,2,noise
Violet.,38,noise
Good morning. It's Kim.,8,greeting
"Jim, Violet, and Kim. Anybody else?",8,initiating meeting attendance check
DJ's here.,9,noise
"Hey DJ. What I have on my list is, Kim did you have any luck with your port monitoring? What were you able to find out from that?",22,inquiring about task progress
"It appears that it's a small sample, but two days, we have more ports in use today than we did yesterday about this same time. I don't know if there's something that is using those ports and then not releasing those resources.",22,reporting a potential resource issue
"20] I also just got an email this morning that there's another server that has a similar issue, so I'm going to take a look at that and compare and contrast what's happening on our production servers with that server, so...",22,investigating server issue
Kim when you say...,8,expressing confusion
"it's nice to know we've temporarily fixed what was wrong with our production servers by rebooting them, I don't think that's a long-term solution.",22,reporting a temporary fix
"Kim when you say they're using ports which port is it? Is it connections for the database server, or are they connections for the client Web browser?",22,asking for clarification about ports
"I'm looking at the Web servers and using a tool called TCPView that I downloaded from the Microsoft site, and so it's looking at basically TCP ports.",22,describing current task
"Which TCP port, for which service?",-1,asking for technical details
"Let's see, does it say?",24,expressing uncertainty
"If it's HTTP ports, or HTTP traffic, I mean that would help narrow down what the potential problem could be. If it's the ports used by SQL server that could also, that points in one direction or the other, right?",22,analyzing potential causes of a problem
"Right, this particular utility, it tells me what the addresses are that are being attached, so based on that we could probably tell what the local ports are and the remote ports.",14,explaining a technical detail
"Off the top of my head, if you could narrow it down. Is it network traffic related to the Web servers going to the client, or traffic going back to the database?",22,requesting clarification
I'm not even sure that this is what caused the issue. But I was tracking some of the errors out of the event log and one of the suggestions pointed me to this utility as a way to monitor. I'm trying to remember.,22,expressing uncertainty about issue cause
"00] I think it actually said that if it ran out of ports it would match up with some of the things that we've been seeing where it appeared to be a network issue, but maybe it's actually not the network maybe it's the interface on the servers running out of resources, making it appear that the issue was a network issue. But as I gather more information I'll let you know.",22,analyzing issue cause and gathering information
OK.,4,noise
OK.,4,noise
Ask him what's on the other server that you're talking about?,22,requesting information about server contents
Pardon?,40,noise
What's on the other server that's having similar issues that you were talking about?,22,requesting information about server issues
Actually it was one of the disaster recovery servers.,22,providing information about infrastructure
"Right, and so that's what, again, doesn't make any sense and you might want to look at your remedy tickets because it seems like the virtual server for LCAM in Fort Wayne, you just got a remedy ticket on it?",37,pointing out an inconsistency and suggesting to check remedy tickets
"Yes, that's what I'm looking at.",19,confirming understanding
"Yeah, again, did Roger ever come back to say there was anything else, any other server in that data center that was having issues?",22,inquiring about server issues
"I chatted with him this morning, I IMd with him this morning and he said that there's nothing else that he's aware of, that he's heard of, or seen that would be similar to what we're experiencing.",34,reporting status update from communication
"At some point you can certainly get Matt involved, since they're his virtual servers, and ask him to put some resources towards it.",44,requesting resource allocation assistance
"He contributed a little yesterday. He responded to my email so I plan to pursue this with him too, thanks.",36,providing status update
"OK, thank you.",19,expressing gratitude
"The other thing that I had on my list was the CTDI interface and the ship to email that came out this morning. I don't know what our options are at this point and we don't have time to make code changes, so I don't think putting the ship to codes in as CLLIs is a viable solution.",6,discussing implementation constraints
"50] If we put them in it's the same as making up dummy CLLIs because they're not going to have all the information that they need to be real CLLIs. We won't have exchange or all the information, right?",6,expressing concern about data completeness
"Yeah I feel bad. I thought we could get there. I keep running into dead ends but I guess the question, ""Did we attempt to go by the address, city, state comparison?""",36,"expressing emotion
asking a clarifying question"
"No we haven't because initially the ship orders were going to come from LCAM and we wouldn't have this problem because we would have had the locations. Now that all ship orders from CTDI are going to initiate through the Afinium and all they have is location information, so that's the genesis of the problem. We just found out two weeks ago is it?",21,explaining the cause of a problem
"Yeah, a week-and-a -half, two weeks.",36,providing time estimate
"That they didn't have CLLIs because initially they were thinking that the ship to codes, or the to location codes were CLLIs. But, no we haven't tried to do the Fuzzy Logic Lookup.",6,explaining a technical issue
"Does Mike [inaudible] , does he have the complete set of data elements or the Afinium ship to locations that he called a CLLI but it wasn't a CLLI? Does he have that?",14,requesting information about data completeness
"From what I've seen, I've only seen the location code and address. I don't remember anything else from that spreadsheet.",14,reporting current knowledge status
"What do you mean by ""address""?",14,requesting clarification
"Cities, states, zip.",36,providing data elements to consider
It did have the street?,35,asking for clarification
"I'm pretty sure, but I'll have to look at that spreadsheet again to...",14,expressing uncertainty
"I think it did from what I remember from what you sent me, it had a street.",-1,providing information based on memory
"Yes, pretty sure it had the street on there, too.",35,confirming information
"I think it had a location name there, too, or something like that.",14,providing information or clarification
Did it?,34,seeking confirmation
"It had two street address fields. One of them was the actual street address. The other wasn't a street address in that field name street address, but it was like, ""Street address, line two,"" or something like that...",14,explaining data field details
49] [crosstalk],0,noise
"That was from CTDI what they got from Afinium? We're talking the same thing, right?",46,seeking clarification
"It was probably on the spreadsheet that Mike sent, I think. Let's see.",14,referencing a document
06] [pause],0,noise
If you're leaving it on me I don't have any options right now. Somebody else can assist. I don't know.,19,expressing limitation or inability to assist
31] [pause],0,noise
"Yes, I don't know what our options are right now, Jim. Let's see. I'm looking at the spreadsheet. We do have the street address, city, and ship to source code. Wait a minute. Some of these look like CLLIs.",6,expressing uncertainty
"Yes, some of their location codes they have made look similar to CLLIs. Some of them have underscores in them. Some of them have...",6,providing information about data format
"Like the one example I sent, Marion, Maine, I just picked it because that's where I live, but coincidentally the street address was the same. I know we have all sorts of versions out there so that wasn't meant to act like, ""Oh, this is easy to do.""",36,providing context and clarification
"47] But Kevin and I went down different paths with some Afinium people but we kept going down these paths, and it's like, there was no table that gave those Afinium ship to type locations tied to anything we could map actually there.",21,describing a problem encountered
Even if we put those in...,24,expressing uncertainty
"I was like you. I was waiting for procurement to come through. I kept thinking, ""Well, he must have something."" Then Tom's last email was like, ""Oh...""",36,providing status update
"Even if those do look like CLLIs they still don't have...They don't have the company, like the Afinium company and the OACs.",6,reporting missing data elements
We're left with the same situation.,24,providing status update
"That's what I mean, that's where we're left.",24,summarizing current status
It still doesn't help us because it's still going to...,24,expressing concern about issue persistence
"Right. Exactly, because...",33,noise
"Yes, they weren't CLLI codes. They had sometimes a full name, sometimes part name, sometimes...Like, Marion had, ""Marion 222,"" on it, because that's the street address, but then those is what we were trying to tie to at least some kind of Afinium company, and that's where we came to dead ends. They don't do that in their world.",6,explaining data inconsistency issues
"What about a combination of city, state and zip? Would that get us pretty close to an Afinium company?",32,inquiring about data matching criteria
I think it would. I'd leave the street address off if you still don't get multiple hits.,36,providing a suggestion
"There's two options, maybe three. Somebody goes in and hand-jams brand-new CLLIs for all of these location codes that they've got, and then somebody at CTDI would have to tie those location codes back to the CLLI code change on their part.",6,discussing implementation options
"08] Number two is use some sort of Fuzzy Logic magic to group up data in that spreadsheet to data in LCAM to get a CLLI so that they can map a location code to the CLLI code change on CTDI's part. Or number three, we force all of the location codes into the CLLI field, which probably won't work, because I thought I saw some that were larger than 13 characters, and they don't follow a normal path.",6,discussing data mapping challenges
42] [crosstalk],0,noise
"We may be able to just take the first 11 or 13 of it and have the rest of it in something else, and they would send over the raw location code coaching on our part. There's only three options.",6,discussing data handling approach
I do believe...,24,expressing emotion
03] [crosstalk],0,noise
"Mike was willing, if we could...",46,expressing willingness
07] [background conversation],0,noise
"was hoping it just had a one-to-on match to it up-front, before I send it to you.",25,requesting clarification or confirmation
"What was that, Jim?",5,requesting clarification
"I think Mike [inaudible] , if we did have the mapping one-to-one for the Afinium location to ship via CLLIs for LCAM I think he was willing to do that on his end up-front.",6,discussing data mapping approach
If we send a one-time cross...?,36,asking for clarification
39] [crosstalk],0,noise
Yeah.,1,noise
Could we get the low-hanging fruit right now? There's always going to be...,36,requesting prioritization of easy tasks
What's that?,33,expressing confusion
"Can we get the low-hanging fruit right now? There's obviously going to be some of that stuff matches perfectly, right? Everything matches on address perfectly.",36,requesting quick wins
"54] I don't know how many that would end up being, but that seems like it would be a pretty simple query to perform is just take what we have on that spreadsheet, take what we have in LCAM, do a join based on the address fields.",14,proposing a data query approach
"11] There might be 10,000 location codes in there. You might end up with a thousand matches, but at least that's a thousand that you would have that we don't have to look at again. That would be low-hanging fruit to me.",14,suggesting an approach to reduce workload
That could be done by someone else other than you.,19,suggesting task delegation
Yes. I'm strapped...,43,expressing emotion
I know.,40,expressing acknowledgment
right now. I'm trying to do the Verizon thing.,17,describing current work task
"Jim, is the list that Mike sent out, is that an exhaustive list? Because he only sent out of 300 and something ship to codes or location codes.",14,asking for clarification about list completeness
"Let's see. That's the other problem. I'm getting a lot of different lists, working on different projects. What list was that?",14,expressing confusion
That was an email from...Actually that was from you.,25,acknowledging message source
10] [laughter],0,noise
"Initially Mike sent it out. It was called, ""Missing,"" underscore, ""CLLI,"" underscore, ""Code.""",14,describing a previous action
"I took care of that. That was unrelated. That's another project. Sorry. They sent another one out for me to find the OAC. I was wondering if it was this project, but he clarified it wasn't.",28,clarifying project scope
Oh.,1,noise
"That's why I was asking earlier, ""Have we really ever gotten a complete list so we know what we're dealing with?""",14,requesting information validation
Do we actually need the list of ship tos and addresses from Afinium?,14,requesting clarification on data requirements
He might have the same copy. I'd rather get it from him if that's where we're...,25,discussing source of information
"That makes sense, because it's his data.",17,acknowledging information
That's fine.,4,acknowledging agreement
He gets it from Afinium. He's already been set up with Afinium for a while.,46,providing status update
"We need to get that list, and then if we can do like Brian said, just be able to get an exact match on the address information, then we can find the CLLI based on that. I don't know how many would be an exact match versus ones that are close.",14,discussing data matching approach
"Yes, if you had his list, say the primary fields are the Afinium locations, of whatever they call it, ship to, and then the address, city, state, zip code, and I liked Brian's first suggestion if you just go by the city, state, zip code and then maybe list them all side by side, and then the ones that match versus the ones that didn't, we could possibly get somebody to help manually do some of those to at least get started.",14,discussing data fields and manual data matching approach
"15] Or if your first pass is with the city or the address, then the second pass leave that out and see if it's close. Does Afinium or LCAM, what's your quantity of ship via CLLIs?",6,requesting information
I don't know how many we have.,24,expressing uncertainty
That's a good question.,33,expressing emotion
I was just looking at that.,33,expressing progress status
Let me get with Mike. I'll have him send what he has. If he doesn't then I'll have to get with Afinium's whole team to see if we can get what they have.,46,coordinating information gathering
If you can get that to us as soon as you can then we'll go from there.,19,requesting prompt delivery
All right.,1,noise
"OK. I guess if we're through talking about that the third thing on my list was...I don't know. I heard somebody else join. Was that Ron, by any chance? OK, I guess not. The Shields interface stuff I know Brenda sent another email this morning, and we've looked briefly at that.",36,providing status update
"39] All those shipments for new equipment yesterday that came from Shields were sent as good equipment. This morning they started sending new equipment as ""adds,"" like they should be. The stuff that Brenda sent the emails about this morning that we'll have to clean up to get them to go into LCAM.",7,reporting an update on equipment shipments and data cleanup requirements
Who does the clean up?,36,inquiring about task responsibility
We do.,24,affirmation
OK. I couldn't remember.,27,expressing uncertainty
"It'll be me, or Adam, or Grady. One of us will be working on that.",16,assigning responsibility for a task
He didn't set it up yet?,34,inquiring about setup status
"Well, apparently he did it maybe instead of...I thought it was supposed to be the night before last at midnight, but apparently that didn't happen, and maybe it happened last night at midnight, because we did see some that came in early this morning that were adds and that's as far as we got to look.",34,providing status update on task timing
"Yes, the first ones came in about 4:28 this morning Central. I don't know which time zone that is, but 4:28 this morning was when the first new equipment message was received.",7,reporting event timing
All right. OK.,4,noise
"Yes, so we'll work on cleaning up those previous ones that they sent that were sent with incorrect information, and anything from today forward we can hope that it's working correctly. [laughs] Like I said, we haven't had a chance to follow it all the way through and make sure, but it did create assets.",18,providing a status update
"The assets are getting written on, the ones I've checked. Even the one we looked at this morning, it did get written on.",18,reporting work progress
OK. I must have been putting in the pin wrong.,36,acknowledging mistake
Good.,4,expressing emotion
"[inaudible] , but so far, things are getting written on as expected.",2,providing progress update
"I guess that was the last really untested part of the interface that we had. Right now we can cross our fingers and say that we're good with that interface. [laughs] We think we're good with that interface, anyway. That was all I had on my list. Did you all have anything that we needed to talk about this morning?",13,"reporting task completion  
requesting updates or agenda items"
"Susan, you sent an email, I guess it was this morning, about the conversion schedule for Verizon. I think your start time is off by a couple of days. From emails I've seen...",48,pointing out a scheduling discrepancy
A couple of days?,34,asking for clarification
we're not going to have the data until after the 2nd.,12,providing project update
Oh my God. [laughs],0,expressing emotion
We would be starting either very late on the 2nd or early on the 3rd of April.,-1,scheduling start date
